dane1;eng1;dane2;eng2;key;Octant Code;Item Code;"CSIV Item: ""How important is it that...""";questions;labels
ISC_61;;aktywnosc_zawodowa_r1;job_activity_study;demographic;;;;Aktywność zawodowa - Uczeń/student;0:nie, 1:tak
ISC_62;;aktywnosc_zawodowa_r2;job_activity_work;demographic;;;;Aktywność zawodowa - Stała praca;0:nie, 1:tak
ISC_63;;aktywnosc_zawodowa_r3;job_activity_workless;demographic;;;;Aktywność zawodowa - Bezrobocie;0:nie, 1:tak
ISC_64;;aktywnosc_zawodowa_r4;job_activity_other;demographic;;;;Aktywność zawodowa - Inne:;0:nie, 1:tak
PICD_1;;"aktywnosc_zawodowa_r4_input""";job_activity_input;demographic;;;;Aktywność zawodowa - Inne: (jakie?);NA
PICD_2;;zam_partner;if_housing_partner;demographic;;;;Zamieszkiwanie z partnerem/ką:;1:Tak, 2:Nie, 99:uzasadniony brak danych
PICD_3;;dzieci;if_children;demographic;;;;Czy ma Pan dzieci?;1:Tak, 2:Nie
PICD_4;;psycho1;if_pharmacotherapy;demographic;;;;Czy obecnie stosuje Pan farmakoterapię dla regulowania funkcjonowania psychologicznego?;1:Tak, 2:Nie, 3:Nie chcę powiedzieć
PICD_5;;psycho2;if_psychotherapy_now;demographic;;;;Czy obecnie korzysta Pan z pomocy psychologicznej lub psychoterapii (indywidualnej lub grupowej)?;1:Tak, 2:Nie, 3:Nie chcę powiedzieć, 4:Chcę powiedzieć więcej:
PICD_6;;psycho2_r4_input;REMOVE;;;;;Czy obecnie korzysta Pan z pomocy psychologicznej lub psychoterapii (indywidualnej lub grupowej) (chcę powiedzieć więcej)?;NA
PICD_7;;psycho3;if_somatic_disease;demographic;;;;Czy obecnie cierpi Pan na przewlekłą chorobę somatyczną?;1:Tak, 2:Nie, 3:Nie chcę powiedzieć
PICD_8;;psycho4;if_life_event;demographic;;;;Czy w czasie ostatnich dwóch tygodni miało miejsce w Pana życiu jakieś ważne wydarzenie życiowe, które znacząco wpłynęło na codzienne funkcjonowanie Pana lub Pana bliskich?;1:Tak, 2:Nie, 3:Nie chcę powiedzieć
PICD_9;;psycho5;if_psychotherapy;demographic;;;;Czy kiedykolwiek korzystałeś z psychoterapii lub pomocy psychologicznej?(indywidualnej lub grupowej)?;1:Tak - wpisz łączny czas trwania psychoterapii, 2:Nie
PICD_10;;psycho5_r1_input;psychotherapy_time;demographic;;;;Czy kiedykolwiek korzystałeś z psychoterapii lub pomocy psychologicznej?(indywidualnej lub grupowej) (jak długo?)?;NA
PICD_11;;psycho6;if_hospital_treatment;demographic;;;;Czy kiedykolwiek skierowano Cię na leczenie ambulatoryjne/szpitalne z powodu trudności psychicznych?;1:Tak, 2:Nie
PICD_12;;psycho7;if_medication;demographic;;;;Czy kiedykolwiek przyjmowałeś leki przepisane przez lekarza na problemy ze zdrowiem psychicznym (np. leki przeciwdepresyjne, przeciwlękowe)?;1:Tak, 2:Nie
PICD_13;;psycho8_r1;change_selfesteem;demographic;;;;W czasie ostatnich dwóch tygodni moje ogólne samopoczucie: - uległo znacznemu pogorszeniu uległo znacznemu polepszeniu?;1:1, 2:2, 3:3, 4:4, 5:5, 6:6, 7:7
PICD_14;;psycho9_r1;change_work;demographic;;;;W czasie ostatnich dwóch tygodni moja ogólna sytuacja związana z pracą zawodową lub szkołą (nauką): - uległa znacznemu pogorszeniu uległa znacznemu polepszeniu?;1:1, 2:2, 3:3, 4:4, 5:5, 6:6, 7:7
PICD_15;;psycho10_r1;change_relationships;demographic;;;;W czasie ostatnich dwóch tygodni moja ogólna sytuacja związana z relacjami i z innymi ludźmi: - uległa znacznemu pogorszeniu uległa znacznemu polepszeniu?;1:1, 2:2, 3:3, 4:4, 5:5, 6:6, 7:7
PICD_16;;psycho11;id_kod;;;;;Jeśli chcesz, żeby wycofanie Twoich odpowiedzi było możliwe po zakończonym badaniu, wpisz dowolny kod np. inicjały i trzy ostatnie liczby numeru telefonu:;NA
PICD_17;;skala4_r1;PICD_1;NEGATIVE_AFECT;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Jestem osobą pełną niepokoju.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_18;;skala4_r2;PICD_2;DISINHIBITION;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Mam skłonność do impulsywnych zachowań.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_19;;skala4_r3;PICD_3;ISOLATION;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Wolę trzymać się z dala od innych ludzi.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_20;;skala4_r4;PICD_4;DYSSOCIALITY;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Bywałem tak wściekły, że wdawałem się w bójki.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_21;;skala4_r5;PICD_5;ANANKASTIA;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Przeznaczam wiele czasu na organizację i porządkowanie różnych kwestii.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_22;;skala4_r6;PICD_6;NEGATIVE_AFECT;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Kiedy coś mi w życiu nie idzie zgodnie z planem, bardzo mnie to martwi.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_23;;skala4_r7;PICD_7;DISINHIBITION;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Nie jestem zbyt odpowiedzialną osobą.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_24;;skala4_r8;PICD_8;ISOLATION;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Inni ludzie twierdzą, że nie okazuję swoich emocji.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_25;;skala4_r9;PICD_9;DYSSOCIALITY;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Problemy innych ludzi wydają mi się śmieszne.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_26;;skala4_r10;PICD_10;ANANKASTIA;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Nie podejmuję żadnego ryzyka.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_27;;skala4_r11;PICD_11;NEGATIVE_AFECT;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Mój nastrój w ciągu tygodnia często się zmienia.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_28;;skala4_r12;PICD_12;DISINHIBITION;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Nie jestem zbyt zorganizowaną osobą.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_29;;skala4_r13;PICD_13;ISOLATION;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Wśród innych ludzi jestem małomówny.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_30;;skala4_r14;PICD_14;DYSSOCIALITY;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Łatwo mi skłonić innych, aby robili to, co ja chcę.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_31;;skala4_r15;PICD_15;ANANKASTIA;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Bardzo starannie wszystko rozważam, zanim coś zrobię.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_32;;skala4_r16;PICD_16;NEGATIVE_AFECT;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Kiedy sprawy układają się dla mnie niepomyślnie, denerwuję się bardziej niż inni ludzie.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_33;;skala4_r17;PICD_17;DISINHIBITION;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Podejmuję lekkomyślne decyzje.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_34;;skala4_r18;PICD_18;ISOLATION;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Z nikim nie mam bliskich relacji.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_35;;skala4_r19;PICD_19;DYSSOCIALITY;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Jestem nastawiony bardziej rywalizacyjnie niż inni ludzie.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_36;;skala4_r20;PICD_20;ANANKASTIA;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Inni ludzie uważają mnie za perfekcjonistę.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_37;;skala4_r21;PICD_21;NEGATIVE_AFECT;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Po jakiejś trudnej sytuacji, długo zajmuje mi powrót do normalności.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_38;;skala4_r22;PICD_22;DISINHIBITION;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Czasem porzucam pracę bez powiadomienia moich współpracowników.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_39;;skala4_r23;PICD_23;ISOLATION;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - W zasadzie zawsze czuję się tak samo.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_40;;skala4_r24;PICD_24;DYSSOCIALITY;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Niektórzy ludzie zasługują na to, aby być bezdomnymi.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_41;;skala4_r25;PICD_25;ANANKASTIA;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Zawsze wybieram najbezpieczniejszą opcję.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_42;;skala4_r26;PICD_26;NEGATIVE_AFECT;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Mój nastrój zmienia się niezależne od tego, co się dzieje w moim życiu.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_43;;skala4_r27;PICD_27;DISINHIBITION;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Jestem dość niedbały i nieuporządkowany.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_44;;skala4_r28;PICD_28;ISOLATION;;;;"Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Najlepiej opisuje mnie określenie \""nieśmiała osoba\"".";1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_45;;skala4_r29;PICD_29;DYSSOCIALITY;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Często pochlebiam ludziom, których nie lubię, aby zrobili to, co chcę.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_46;;skala4_r30;PICD_30;ANANKASTIA;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Nigdy nie działam impulsywnie.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_47;;skala4_r31;PICD_31;NEGATIVE_AFECT;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Inni ludzie zauważają moje zdenerwowanie.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_48;;skala4_r32;PICD_32;DISINHIBITION;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Zwykle najpierw działam, a potem myślę.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_49;;skala4_r33;PICD_33;ISOLATION;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Inni ludzie uważają, że jestem wycofany i pełen rezerwy.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_50;;skala4_r34;PICD_34;DYSSOCIALITY;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Zawsze jestem gotowy na konflikt z innymi.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_51;;skala4_r35;PICD_35;ANANKASTIA;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Dążę do perfekcji.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_52;;skala4_r36;PICD_36;NEGATIVE_AFECT;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Jestem nadwrażliwy.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_53;;skala4_r37;PICD_37;DISINHIBITION;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Kiedy nie mam ochoty, nie pojawiam się w pracy.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_54;;skala4_r38;PICD_38;ISOLATION;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Bardzo rzadko czuję się czymś podekscytowany.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_55;;skala4_r39;PICD_39;DYSSOCIALITY;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Nie dbam o to, że ranię czyjeś uczucia.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_56;;skala4_r40;PICD_40;ANANKASTIA;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Bardzo ważne jest dla mnie, aby czuć się pewnie i bezpiecznie.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_57;;skala4_r41;PICD_41;NEGATIVE_AFECT;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Często czuję na przemian radość i smutek.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_58;;skala4_r42;PICD_42;DISINHIBITION;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Nie dbam o to, żeby trzymać się jakichś planów lub harmonogramu.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_59;;skala4_r43;PICD_43;ISOLATION;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Odzywam się znacznie rzadziej niż większość innych ludzi.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
PICD_60;;skala4_r44;PICD_44;DYSSOCIALITY;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Jestem osobą, która manipuluje innymi.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
HSNS_1;;skala4_r45;PICD_45;ANANKASTIA;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Każdą decyzję rozważam bardzo szczegółowo.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
HSNS_2;;skala4_r46;PICD_46;NEGATIVE_AFECT;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Często odczuwam lęk bez żadnego konkretnego powodu.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
HSNS_3;;skala4_r47;PICD_47;DISINHIBITION;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Często robię coś bez zastanowienia.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
HSNS_4;;skala4_r48;PICD_48;ISOLATION;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Nie miałbym nic przeciwko temu, żeby żyć zupełnie sam, bez żadnego kontaktu z ludźmi.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
HSNS_5;;skala4_r49;PICD_49;DYSSOCIALITY;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Mam duże doświadczenie w konfrontacjach z innymi.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
HSNS_6;;skala4_r50;PICD_50;ANANKASTIA;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Czerpię dumę z wykonywania pracy wysokiej jakości.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
HSNS_7;;skala4_r51;PICD_51;NEGATIVE_AFECT;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Często czuję się zagrożony.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
HSNS_8;;skala4_kontr;kontrola_3;3;;;;Pytanie kontrolne - W tym pytaniu proszę zaznaczyć opcję 3 - ani się zgadzam ani nie zgadzam.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
