"","variable","question","labels"
"253","skala4_r23","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - W zasadzie zawsze czuję się tak samo.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"254","skala4_r24","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Niektórzy ludzie zasługują na to, aby być bezdomnymi.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"255","skala4_r25","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Zawsze wybieram najbezpieczniejszą opcję.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"256","skala4_r26","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Mój nastrój zmienia się niezależne od tego, co się dzieje w moim życiu.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"257","skala4_r27","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Jestem dość niedbały i nieuporządkowany.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"258","skala4_r28","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Najlepiej opisuje mnie określenie \""nieśmiała osoba\"".","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"259","skala4_r29","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Często pochlebiam ludziom, których nie lubię, aby zrobili to, co chcę.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"260","skala4_r30","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Nigdy nie działam impulsywnie.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"261","skala4_r31","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Inni ludzie zauważają moje zdenerwowanie.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"262","skala4_r32","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Zwykle najpierw działam, a potem myślę.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"263","skala4_r33","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Inni ludzie uważają, że jestem wycofany i pełen rezerwy.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"264","skala4_r34","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Zawsze jestem gotowy na konflikt z innymi.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"265","skala4_r35","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Dążę do perfekcji.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"266","skala4_r36","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Jestem nadwrażliwy.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"267","skala4_r37","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Kiedy nie mam ochoty, nie pojawiam się w pracy.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"268","skala4_r38","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Bardzo rzadko czuję się czymś podekscytowany.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"269","skala4_r39","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Nie dbam o to, że ranię czyjeś uczucia.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"270","skala4_r40","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Bardzo ważne jest dla mnie, aby czuć się pewnie i bezpiecznie.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"271","skala4_r41","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Często czuję na przemian radość i smutek.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"272","skala4_r42","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Nie dbam o to, żeby trzymać się jakichś planów lub harmonogramu.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"273","skala4_r43","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Odzywam się znacznie rzadziej niż większość innych ludzi.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"274","skala4_r44","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Jestem osobą, która manipuluje innymi.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"275","skala4_r45","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Każdą decyzję rozważam bardzo szczegółowo.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"276","skala4_r46","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Często odczuwam lęk bez żadnego konkretnego powodu.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"277","skala4_r47","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Często robię coś bez zastanowienia.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"278","skala4_r48","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Nie miałbym nic przeciwko temu, żeby żyć zupełnie sam, bez żadnego kontaktu z ludźmi.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"279","skala4_r49","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Mam duże doświadczenie w konfrontacjach z innymi.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"280","skala4_r50","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Czerpię dumę z wykonywania pracy wysokiej jakości.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"281","skala4_r51","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Często czuję się zagrożony.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"282","skala4_kontr","Pytanie kontrolne - W tym pytaniu proszę zaznaczyć opcję 3 - ani się zgadzam ani nie zgadzam.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"283","skala4_r52","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Wydaję pieniądze na przyjemności, nawet kiedy mam niezapłacone rachunki.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"284","skala4_r53","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Nie odczuwam emocji tak silnie, jak inni ludzie.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"285","skala4_r54","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Byłbym dobrym żołnierzem, ponieważ nie przejmowałbym się tym, że kogoś krzywdzę.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"286","skala4_r55","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Zwykle jestem bardzo uważny i ostrożny.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"287","skala4_r56","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Moje nastroje zmieniają się dużo częściej niż u innych ludzi.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"288","skala4_r57","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Kiedy nad czymś pracuję, nie trzymam się żadnych planów ani instrukcji.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"289","skala4_r58","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - W sytuacjach społecznych jestem zawsze samotnikiem.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"290","skala4_r59","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Skutecznie oszukiwałem innych i manipulowałem nimi.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"291","skala4_r60","Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Bardzo podoba mi się motto „pomyśl, zanim coś zrobisz”.","1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem"
"292","skala5_r1","Odpowiedz na poniższe pytania decydując w jakim stopniu poszczególne stwierdzenia są charakterystyczne: - Myślenie o moich osobistych sprawach, moim zdrowiu, moich troskach czy moich relacjach z innymi potrafi mnie całkowicie pochłonąć.","1:1 bardzo nietypowe lub nieprawdziwe, zupełnie się nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupełnie się zgadzam"
"293","skala5_r2","Odpowiedz na poniższe pytania decydując w jakim stopniu poszczególne stwierdzenia są charakterystyczne: - Moje uczucia łatwo urazić drwiną czy lekceważącymi uwagami ze strony innych.","1:1 bardzo nietypowe lub nieprawdziwe, zupełnie się nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupełnie się zgadzam"
"294","skala5_r3","Odpowiedz na poniższe pytania decydując w jakim stopniu poszczególne stwierdzenia są charakterystyczne: - Kiedy wchodzę do pokoju, często czuję, że staję się obiektem uwagi innych i czuję ich wzrok na sobie.","1:1 bardzo nietypowe lub nieprawdziwe, zupełnie się nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupełnie się zgadzam"
"295","skala5_r4","Odpowiedz na poniższe pytania decydując w jakim stopniu poszczególne stwierdzenia są charakterystyczne: - Nie lubię dzielić się zasługami z innymi.","1:1 bardzo nietypowe lub nieprawdziwe, zupełnie się nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupełnie się zgadzam"
"296","skala5_r5","Odpowiedz na poniższe pytania decydując w jakim stopniu poszczególne stwierdzenia są charakterystyczne: - Czuję, że i bez troszczenia się o kłopoty innych ludzi mam wystarczająco dużo na głowie.","1:1 bardzo nietypowe lub nieprawdziwe, zupełnie się nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupełnie się zgadzam"
"297","skala5_r6","Odpowiedz na poniższe pytania decydując w jakim stopniu poszczególne stwierdzenia są charakterystyczne: - Czuję, że temperamentalnie jestem inny od większości ludzi.","1:1 bardzo nietypowe lub nieprawdziwe, zupełnie się nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupełnie się zgadzam"
"298","skala5_r7","Odpowiedz na poniższe pytania decydując w jakim stopniu poszczególne stwierdzenia są charakterystyczne: - Często interpretuję uwagi innych w osobisty sposób.","1:1 bardzo nietypowe lub nieprawdziwe, zupełnie się nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupełnie się zgadzam"
"299","skala5_r8","Odpowiedz na poniższe pytania decydując w jakim stopniu poszczególne stwierdzenia są charakterystyczne: - Łatwo pochłaniają mnie moje własne sprawy i zapominam o istnieniu innych.","1:1 bardzo nietypowe lub nieprawdziwe, zupełnie się nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupełnie się zgadzam"
"300","skala5_r9","Odpowiedz na poniższe pytania decydując w jakim stopniu poszczególne stwierdzenia są charakterystyczne: - Nie lubię przebywać z grupą, chyba że wiem, że jestem doceniany przez co najmniej jednego z obecnych.","1:1 bardzo nietypowe lub nieprawdziwe, zupełnie się nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupełnie się zgadzam"
"301","skala5_r10","Odpowiedz na poniższe pytania decydując w jakim stopniu poszczególne stwierdzenia są charakterystyczne: - W środku irytuje mnie lub denerwuje kiedy inni ludzie przychodzą do mnie z problemami, prosząc mnie o mój czas i współczucie.","1:1 bardzo nietypowe lub nieprawdziwe, zupełnie się nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupełnie się zgadzam"
"302","skala6_r1","Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - W jakim stopniu możesz zgłosić się do tej osoby po radę w sytuacji problemowej?","1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych"
"303","skala6_r2","Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak często musisz ciężko pracować, aby uniknąć konfliktu z tą osobą?","1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych"
"304","skala6_r3","Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - W jakim stopniu możesz liczyć na pomoc tej osoby, kiedy masz problem?","1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych"
"305","skala6_r4","Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak bardzo ta osoba sprawia, że czasami czujesz się zdenerwowany?","1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych"
"306","skala6_r5","Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - W jakim stopniu możesz spodziewać się, że ta osoba udzieli Ci szczerych informacji, nawet jeśli nie chcesz ich słuchać?","1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych"
"307","skala6_r6","Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak bardzo ta osoba sprawia, że czujesz się winny?","1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych"
"308","skala6_r7","Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak myślisz, w jakim stopniu możesz liczyć na pomoc tej osoby w przypadku śmierci bliskiego członka Twojej rodziny?","1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych"
"309","skala6_r8","Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak bardzo ta osoba chce, abyś się zmienił?","1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych"
"310","skala6_r9","Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak pozytywną rolę ta osoba odgrywa w Twoim życiu?","1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych"
"311","skala6_r10","Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak znacząca jest ta relacja w Twoim życiu?","1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych"
"312","skala6_r11","Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak myślisz, jak bliski będzie Twój związek z tą osobą za 10 lat?","1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych"
"313","skala6_r12","Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak bardzo tęskniłbyś za tą osobą, gdybyście oboje nie rozmawiali ze sobą lub nie widzieli się przez miesiąc?","1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych"
"314","skala6_r13","Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak krytyczna w stosunku do Ciebie jest ta osoba?","1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych"
"315","skala6_r14","Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jeśli chciałbyś dokądś wyjść lub robić coś wieczorem, jak pewny jesteś, że ta osoba będzie chciała robić to z Tobą?","1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych"
"316","skala6_r15","Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak bardzo czujesz się odpowiedzialny za dobre samopoczucie tej osoby?","1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych"
"317","skala6_r16","Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak bardzo jesteś zależny od tej osoby?","1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych"
"318","skala6_r17","Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - W jakim stopniu możesz liczyć na to, że ta osoba wysłucha Cię, gdy jesteś na kogoś zły?","1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych"
"319","skala6_r18","Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak bardzo chciałbyś, aby ta osoba się zmieniła?","1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych"
"320","skala6_r19","Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak bardzo złości Ciebie ta osoba?","1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych"
"321","skala6_r20","Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak bardzo kłócisz sie z tą osobą?","1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych"
"322","skala6_r21","Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - W jakim stopniu naprawdę możesz liczyć na tę osobę, że odwróci ona Twoją uwagę od Twoich obaw, gdy jesteś zestresowany?","1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych"
"323","skala6_r22","Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak często ta osoba powoduje, że się złościsz?","1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych"
